,rcdts,total_incidents
5206,340490730042001,6.0
701,080432110262001,1.0
5016,310453000262015,31.0
1169,150162990252504,2.0
3296,050160590042014,7.0
6714,070161940022002,23.0
1109,150162990252409,12.0
2370,440630150041008,1.0
5833,530907020261001,0.0
4246,150162990252636,20.0
8236,340490750022005,2.0
6511,070161110022007,0.0
6496,070161040022003,1.0
6165,041012050252080,146.0
8014,310451310222005,11.0
4652,190222040261006,66.0
7715,200830010261001,2.0
8792,510841860251006,0.0
3075,030262010262001,0.0
7925,300732040042001,0.0
1328,170530050262001,43.0
4826,260290660252008,0.0
520,070161260022004,2.0
2158,340491090022008,0.0
7345,150162990252913,39.0
8074,310453040261003,25.0
7175,150162990252422,2.0
2323,410570070262011,13.0
3218,050160270022002,0.0
2084,340490600261004,316.0
8477,410570150032004,4.0
1214,150162990252806,30.0
3190,050160210041006,98.0
5445,410570110262028,45.0
2800,560990860052013,36.0
2844,560992020221007,181.0
8870,531020060262002,0.0
853,130413180272001,0.0
8328,350501240021001,49.0
2317,410570070262005,38.0
5821,530901080022004,0.0
1460,190220450022016,0.0
1100,150162990252398,0.0
2931,15016299025284C,3.0
813,120170040262002,9.0
4121,150162990252372,90.0
3208,050160250022004,0.0
8850,530901080022013,16.0
8211,340490600262018,32.0
3634,070161520022004,27.0
6487,060161060021003,8.0
4381,160194270262005,4.0
7508,190220070021004,31.0
119,041012050251009,832.0
4293,150162990252828,29.0
3747,090100040262027,21.0
2589,500820900041002,183.0
6161,041012050252064,100.0
5528,450791380262002,2.0
1402,190220040022008,0.0
2760,540920020261003,16.0
590,070161470021001,63.0
3168,041013230262003,1.0
7312,150162990252838,20.0
6062,030030020261002,23.0
1830,310450460221003,267.0
7969,310450460222029,4.0
7273,150162990252714,13.0
4179,150162990252456,0.0
2233,350590070261001,46.0
7470,170640050262007,0.0
7367,150162990252951,38.0
3244,050160360022002,0.0
6347,050160650042021,0.0
8093,320380100262004,1.0
6743,080892030262003,3.0
4605,190221810042008,1.0
7076,150162990252285,24.0
5471,440630180042001,0.0
4588,190220930041004,19.0
2654,510840050262005,59.0
5080,320460050262003,6.0
8769,510840010261001,0.0
7936,300910430042001,7.0
1535,190222000262012,0.0
4298,15016299025283C,248.0
2586,500820700042003,9.0
8446,410570090261003,26.0
3347,050160690022001,1.0
1916,310453000261001,526.0
557,070161400022001,25.0
5257,340491120022008,0.0
6259,050160370022003,0.0
3153,041012050252078,19.0
3733,090100030262005,0.0
7160,150162990252403,6.0
7705,190222050262009,0.0
6048,010691170222008,10.0
6133,041011400042001,0.0
6456,060160990022014,0.0
8201,340490600262007,33.0
2359,410570150032004,20.0
8152,340490030042004,8.0
6474,060161020022007,0.0
3109,041011220222010,4.0
1794,300020050261001,120.0
3536,070161270022001,1.0
8555,450791400262008,10.0
8958,560991140022002,0.0
937,150162990252138,4.0
3247,050160370021001,9.0
2413,440632000262003,0.0
583,070161450022003,3.0
566,070161430022001,8.0
2627,500821870262007,70.0
1136,150162990252456,22.0
2821,560991220022002,8.0
5602,480721500252039,76.0
7631,190222000262002,0.0
531,070161300021001,49.0
2119,340490730042006,0.0
2784,560990170022002,0.0
2476,470980060262002,0.0
2695,530601260262002,1.0
8744,500821810022001,41.0
7461,170640040262002,24.0
8263,340491030022003,8.0
4519,190220330022004,19.0
4753,211000020262004,7.0
8648,480723230262006,4.0
4781,240322010042004,2.0
2702,530900510022001,6.0
1769,280063030262004,18.0
4479,190220020022005,5.0
8983,56099200U261001,15.0
5868,540920110262002,64.0
7194,150162990252456,0.0
7425,170200150262004,4.0
3726,080892020261002,18.0
7687,190222040262019,7.0
6147,041012050252027,110.0
7399,160194270262004,1.0
687,070161940022005,15.0
8815,510841860252044,0.0
8683,490810410252017,47.0
5049,310453030262013,2.0
320,050160650042010,7.0
6949,150162990252096,4.0
8536,440632000262008,4.0
6489,060161070021001,1.0
3729,080892030262003,1.0
6065,030110010261001,0.0
5145,340490360022001,15.0
8687,490811000262007,0.0
3393,060160890022003,0.0
5768,510841860251006,0.0
3303,050160620042001,0.0
5908,560990860052002,6.0
6696,070161680041003,53.0
373,060160880022001,8.0
4427,170534380042001,0.0
253,050160540042006,0.0
8878,531020690022002,0.0
6258,050160370021001,2.0
4798,240473080261002,86.0
2548,490810400222016,7.0
1515,190221810041003,18.0
3206,050160250021015,0.0
4851,280060980022001,0.0
6391,060160870022003,0.0
2719,530901080021012,46.0
4871,280372280262005,45.0
5322,350502890041002,0.0
593,070161480021002,71.0
7667,190222040261001,60.0
6490,060161070022002,0.0
7366,150162990252949,0.0
8544,450670050261001,49.0
5409,410570070261002,361.0
7001,150162990252177,6.0
4159,150162990252421,14.0
1237,150162990252878,5.0
719,090100030262005,0.0
8718,500821050021001,39.0
4783,240470660041001,11.0
1079,150162990252370,20.0
1514,190221810041002,20.0
1884,310451010222010,0.0
3918,150162990252072,11.0
8247,340490950262006,2.0
7787,240320010262005,0.0
5085,320460530022004,0.0
362,060160840022005,0.0
5799,530601910261003,35.0
7058,150162990252258,1.0
5930,560990920022004,0.0
1780,280372280262003,20.0
8908,560990170022001,0.0
1915,310451310222017,0.0
8904,540925120261001,19.0
7899,280372300262001,22.0
3322,050160640042005,1.0
2574,490813000262005,0.0
8112,320461110251008,112.0
5477,440630260042005,2.0
2475,470980060261001,17.0
3637,070161525022005,90.0
8170,340490380021001,13.0
5632,490810340022003,11.0
7580,190220580022013,0.0
2260,390550610252023,114.0
1037,150162990252300,12.0
1545,190222030261010,36.0
5307,350501240022003,7.0
396,060160925022002,45.0
4020,150162990252224,140.0
6913,15016299025103C,0.0
8782,510840100261001,3.0
1240,150162990252889,24.0
1627,200961120042001,0.0
2402,440631580221003,20.0
4580,190220680022004,23.0
4620,190222000262013,0.0
5861,540920020261003,38.0
3486,070161080022001,0.0
5866,540920100262001,13.0
363,060160845022001,86.0
5042,310453030262003,0.0
1268,150162990252934,24.0
5511,440632000262007,0.0
6999,150162990252173,28.0
1143,150162990252464,109.0
5693,500821040022001,33.0
6988,150162990252150,40.0
3329,050160650042005,2.0
8222,340490700022002,0.0
537,070161300022011,7.0
4415,170530080262005,0.0
7314,150162990252842,7.0
8113,320461110252003,0.0
4764,240320010261002,27.0
298,050160620042010,0.0
5553,470712310041002,0.0
4222,150162990252512,7.0
1093,150162990252387,2.0
4232,15016299025255C,39.0
8528,440631650032002,6.0
7326,150162990252876,25.0
8026,310451310222017,1.0
3469,060161050021001,5.0
3900,15016299025109C,48.0
4100,150162990252346,61.0
8006,310451290222012,3.0
6503,070161090022004,0.0
16,010090640262001,18.0
1862,310450460222036,17.0
8667,490810400222014,24.0
554,070161350022013,6.0
4931,310450460222010,6.0
8415,400560340262002,0.0
6057,010860010262002,26.0
3295,050160590042009,1.0
1773,280372230261003,19.0
6092,030680020261002,0.0
8451,410570090262022,0.0
4164,150162990252429,11.0
1383,170640160262003,0.0
3311,050160620042012,1.0
7464,170640050261004,5.0
7782,211000050262001,7.0
2632,500821880221001,10.0
9027,56099365U261006,120.0
8921,56099033C042006,0.0
1056,150162990252334,16.0
2078,340490560022001,33.0
7909,300390950022003,90.0
3389,060160890021001,0.0
6196,050160150042018,5.0
6758,090100040262021,15.0
3001,56099365U262009,25.0
5056,310453040262006,0.0
7277,15016299025272C,6.0
5639,490810400221003,325.0
3798,110213050262003,32.0
4078,150162990252311,8.0
1786,280372290262005,0.0
7793,24032060C042001,12.0
1932,310453000262021,63.0
480,070161090022006,20.0
2144,340490960042006,9.0
353,060160810022001,3.0
297,050160620042009,0.0
8494,440630180042001,3.0
4530,190220440021009,16.0
5807,530900760021005,75.0
3020,010011720222017,50.0
4951,310450460222036,5.0
240,050160390022002,0.0
484,070161110022002,0.0
1309,160194280262009,35.0
2405,440631580222005,0.0
3668,070161620022003,5.0
2469,470980030262006,1.0
1409,190220100022002,0.0
7375,150162990252963,7.0
1716,240473080262006,5.0
2603,500821130022001,15.0
4761,211000050261001,49.0
6932,150162990252070,23.0
8527,440631650031001,49.0
3152,041012050252067,175.0
7197,150162990252459,9.0
1968,310453040262008,1.0
7237,150162990252512,0.0
4416,170530080262006,0.0
1089,150162990252383,6.0
3135,041012050252024,348.0
8270,340491090022008,3.0
5645,490810400222017,59.0
456,060161030022007,16.0
7202,150162990252464,17.0
6776,090101370022001,61.0
3356,050160740021001,13.0
725,090100040262010,1.0
7780,211000040262010,7.0
6985,150162990252148,12.0
6348,050160650042022,8.0
8709,500820900041002,167.0
8206,340490600262013,49.0
7749,210281680262003,0.0
73,030680020261002,4.0
3968,150162990252145,58.0
2122,340490750021004,37.0
7657,190222030262006,0.0
8972,56099157C042002,0.0
2916,15016299025266C,15.0
328,050160650042024,9.0
913,150162990252103,9.0
1170,150162990252505,1.0
6936,150162990252080,2.0
8955,560990920022005,0.0
3925,150162990252086,27.0
714,080892030261001,6.0
7924,300730500022002,3.0
8024,310451310222015,32.0
8837,530900860022003,7.0
8974,560991590021001,20.0
7604,190220890042002,3.0
1746,260343370262006,4.0
6538,070161240022003,0.0
4532,190220440022005,0.0
6774,090101300042001,33.0
352,060160810021001,14.0
3653,070161590021001,242.0
4300,150162990252844,8.0
7307,150162990252826,15.0
5782,510841860252026,0.0
6816,110230010262002,0.0
4741,210610010261001,36.0
6899,130581350022007,300.0
7760,210440640022001,0.0
7440,170534260042001,0.0
5822,530901080022008,0.0
6521,070161170022005,1.0
6900,130581350022008,0.0
6077,030250200262003,0.0
277,050160590041012,37.0
8116,320461110252011,0.0
8918,56099033C041001,69.0
7217,150162990252486,5.0
2543,490810400221003,341.0
1048,150162990252319,1.0
1656,210440640022001,0.0
1742,260343170042005,1.0
4219,150162990252506,18.0
8455,410570100262006,5.0
8591,470980050262007,36.0
6464,060161000022007,2.0
8968,560991220022015,0.0
505,070161230022006,0.0
5573,470980130021004,9.0
7989,310451010221002,38.0
5359,390740050261001,29.0
8230,340490730042004,0.0
8570,470712220261001,5.0
2556,490810410251005,133.0
8472,410570120262008,29.0
8382,390740050262001,3.0
6344,050160650042015,0.0
2638,500821890222054,0.0
1235,150162990252876,94.0
5604,480721500252047,26.0
2648,510652130262003,4.0
4908,300910160042001,0.0
1322,170200150261002,87.0
6237,050160300021001,1.0
6277,050160540042008,0.0
7203,150162990252465,7.0
5843,531020020042001,29.0
7384,150162990252972,1.0
6994,150162990252160,8.0
4325,150162990252902,15.0
1064,150162990252352,7.0
4576,190220680021001,160.0
3339,050160650042024,0.0
5151,340490410041004,116.0
8865,530907090262004,0.0
8110,320460610022002,0.0
4506,190220150022004,6.0
2125,340490760021003,110.0
2153,340491090021005,8.0
903,150162990252092,15.0
3511,070161180042003,11.0
3593,070161440022009,3.0
5478,440630360022001,14.0
3594,070161440022010,13.0
817,120510100262005,0.0
7500,190220040021009,70.0
4477,170640870252013,2.0
2173,340491160262002,44.0
6201,050160210041006,46.0
1182,150162990252603,10.0
6554,070161280021003,5.0
2727,530901080022015,25.0
4930,310450460222009,0.0
7856,260343370262006,0.0
7874,280061030222001,24.0
6018,010010020262002,10.0
60,030250400261001,125.0
178,050160210041002,40.0
7350,150162990252919,3.0
6725,080432060262002,2.0
2200,350500020262004,0.0
7406,160194280262005,36.0
4090,15016299025232C,219.0
7930,300910160042001,0.0
2856,560992020222013,5.0
499,070161220022001,3.0
6545,070161260022001,0.0
8883,540920010261001,9.0
3580,070161430022001,12.0
1428,190220200022002,3.0
5702,500821160022001,131.0
7674,190222040262002,35.0
977,150162990252206,45.0
1373,170640050262014,0.0
4383,160194270262007,6.0
1371,170640050262012,1.0
489,070161110022011,0.0
8795,510841860252010,0.0
3269,050160540042011,0.0
3713,080432100262003,0.0
4324,150162990252901,0.0
7106,150162990252330,34.0
3982,150162990252169,24.0
7357,150162990252930,2.0
618,070161520022001,89.0
4263,150162990252737,0.0
3659,070161600022003,46.0
134,041012050252043,181.0
1275,150162990252949,0.0
1920,310453000262001,14.0
3997,150162990252191,22.0
3826,120130250262004,8.0
2956,51084186025201C,31.0
6017,010010010262002,6.0
6561,070161300022004,0.0
2255,390550610252009,219.0
5428,410570090262020,3.0
5293,350500020262002,0.0
1426,190220160022005,0.0
2015,330482050261021,33.0
7478,170640050262016,1.0
3383,060160880021007,82.0
3535,070161270021005,5.0
6829,110870010262002,0.0
8953,560990920022003,0.0
8126,330482020262002,4.0
5390,400560090262006,2.0
4444,170640050261003,59.0
3540,070161275022004,5.0
1821,300910170222002,1.0
3131,041012050252018,104.0
2382,440630260042005,5.0
4719,200970050261007,85.0
7653,190222030262002,0.0
6957,150162990252105,16.0
6102,040041000261002,288.0
4613,190222000262006,0.0
3913,150162990252067,2.0
8174,340490410042001,0.0
1526,190222000261020,334.0
5547,470712220262001,24.0
5023,310453000262022,55.0
963,150162990252183,5.0
1434,190220330022002,1.0
124,041012050252019,31.0
9029,56099365U262001,15.0
3898,15016299025101C,60.0
1146,150162990252469,35.0
761,090270100261002,0.0
8541,450670040261001,5.0
1977,320380090262003,6.0
8258,340491020042002,3.0
4917,300910840261002,9.0
2514,480723160042001,6.0
5001,310451310222014,58.0
1404,190220040022011,1.0
5682,500820700042003,7.0
2768,540920110262003,3.0
374,060160880022003,3.0
3976,150162990252155,21.0
8512,440630470042007,1.0
1254,150162990252913,136.0
3800,110213050262005,18.0
8210,340490600262017,26.0
5729,500821880222001,25.0
6243,050160340041007,18.0
2074,340490500042003,14.0
5349,390550610252009,230.0
1815,300733000262002,153.0
4208,150162990252492,5.0
2096,340490600262015,17.0
4577,190220680022001,13.0
227,050160340042008,0.0
8757,500821890222038,19.0
5643,490810400222014,64.0
229,050160350022001,0.0
8752,500821880221001,10.0
4417,170530080262007,17.0
4892,300391760261001,27.0
724,090100040262008,18.0
4216,150162990252503,22.0
1149,150162990252475,27.0
1981,320380100262004,11.0
982,150162990252212,24.0
8915,56099030C042005,0.0
6995,150162990252161,10.0
5523,450670050262005,7.0
6067,030110030261005,34.0
7436,170530080262007,16.0
5854,531020690022002,0.0
3424,060160970022007,2.0
4026,150162990252232,16.0
6905,130587220262001,2.0
3756,090101160222007,15.0
7648,190222030261009,32.0
180,050160210041007,69.0
5549,470712230262002,12.0
5022,310453000262021,56.0
4750,211000010262004,2.0
6850,120400010262002,0.0
46,030110010261001,29.0
8863,530907090262002,5.0
4467,170640160262003,0.0
4279,150162990252799,14.0
1452,190220440022013,0.0
1458,190220450022013,0.0
5739,510652000262001,2.0
5646,490810400222019,0.0
5550,470712230262004,4.0
6734,080891450222006,25.0
4077,15016299025230C,230.0
403,060160960022001,0.0
436,060161000022001,8.0
5456,440630020032001,0.0
4101,150162990252349,9.0
711,080892010262003,5.0
6417,060160920022001,55.0
4398,160194300262003,0.0
349,060160790022001,5.0
5911,560990860052005,0.0
4565,190220600022002,0.0
1356,170640030261001,0.0
1544,190222030261009,33.0
8431,410570070261002,216.0
6114,040042000262005,0.0
4607,190222000261001,176.0
8852,530901080022015,67.0
3882,130581110022005,67.0
3238,050160340042008,0.0
1017,150162990252267,75.0
83,040041000261002,245.0
965,150162990252185,37.0
5675,500820190262006,4.0
7459,170640030261001,0.0
7741,200970050262006,0.0
640,070161590022002,10.0
7061,150162990252263,69.0
3211,050160250022011,0.0
8008,310451290222015,0.0
1883,310451010222009,0.0
249,050160540041020,10.0
4310,150162990252873,15.0
2893,15016299025232C,222.0
5087,320460610021001,24.0
785,110230040261001,18.0
3597,070161450022003,1.0
2546,490810400222011,33.0
2391,440630470042003,8.0
4160,150162990252422,12.0
8168,340490370021001,35.0
2270,390740570262002,8.0
3935,150162990252097,9.0
8721,500821100042002,14.0
6670,070161590022005,8.0
1498,190220680022006,48.0
2568,490812000261001,63.0
7992,310451010222006,3.0
9026,56099365U261005,88.0
8483,440630120261003,39.0
1198,150162990252729,1.0
6649,070161525022001,10.0
93,040042000262002,0.0
8750,500821870262010,46.0
5766,510840160261001,16.0
3038,010691170222009,4.0
8053,310453010262006,10.0
8049,310453010261001,1.0
30,010691170222009,23.0
4049,150162990252267,54.0
5925,560990900022001,0.0
6352,050160670022003,0.0
316,050160650041012,28.0
8283,340491160261004,220.0
4911,300910370041001,77.0
7380,150162990252968,48.0
3336,050160650042021,0.0
1832,310450460221005,262.0
6914,15016299025109C,0.0
4945,310450460222027,7.0
5860,540920010262001,5.0
5856,531021400262003,0.0
3583,070161435021003,33.0
4647,190222040261001,114.0
527,070161280021003,19.0
7026,150162990252211,17.0
7993,310451010222007,1.0
1669,211000020262004,6.0
5368,400070420262001,0.0
8996,560992020221007,172.0
4657,190222040262007,17.0
5731,500821890221036,461.0
6260,050160380022001,0.0
7630,190222000262001,0.0
6815,110213060262002,3.0
6238,050160300022002,0.0
5882,540925120262002,5.0
6006,56099365U262003,41.0
5070,320380100262003,1.0
5452,410570150031001,147.0
522,070161270022001,0.0
7066,150162990252269,20.0
850,130411780042001,1.0
3575,070161400022007,1.0
1540,190222010261004,38.0
787,110230060261001,4.0
5048,310453030262012,1.0
8299,34049187026202C,51.0
5317,350501700042001,6.0
8542,450670040262001,0.0
5722,500821870262005,109.0
1609,200350010262001,18.0
4789,240470900042001,0.0
32,010750040261002,14.0
8347,350504250262001,0.0
7861,260621700261002,21.0
762,090270100262004,0.0
7696,190222050261002,62.0
568,070161430022004,9.0
6803,110150020262016,118.0
2583,500820600261001,11.0
4695,200830010261001,18.0
1501,190220890042002,9.0
4346,150162990252936,65.0
1647,210281740262001,13.0
2305,410570020262005,2.0
743,090101160222008,12.0
6448,060160990022004,16.0
7213,150162990252479,3.0
840,130410030042001,0.0
3821,110870210261001,20.0
6634,070161490022006,4.0
8192,340490560022003,10.0
1403,190220040022010,6.0
978,150162990252207,13.0
3860,130410020042001,5.0
5369,400310010262001,17.0
3598,070161450022004,2.0
26,010691170222005,159.0
3454,060161010022001,0.0
1982,320381240262001,6.0
8961,560991220022002,5.0
8806,510841860252026,0.0
6349,050160650042023,3.0
5269,340491180261004,1.0
1863,310450460222037,0.0
6825,110703000261001,145.0
3416,060160960022003,1.0
6809,110213010262002,0.0
8052,310453010262004,2.0
2565,490810410252021,179.0
5236,340491020042002,1.0
4010,150162990252210,10.0
8843,530901080021002,49.0
8189,340490560021002,191.0
1213,150162990252805,2.0
7694,190222040262026,2.0
2512,480722650262002,28.0
7823,240473080261006,37.0
2337,410570100262006,3.0
2973,56099157C042002,13.0
2300,410570010262004,23.0
6023,010010040262007,0.0
4800,240473080261004,126.0
395,060160925021001,20.0
2070,340490460042005,27.0
6326,050160630022010,1.0
4337,150162990252921,11.0
5184,340490600262013,54.0
3967,150162990252142,0.0
3957,150162990252129,22.0
4146,150162990252404,2.0
168,050160150042007,48.0
3746,090100040262026,105.0
2404,440631580222004,0.0
8638,480723210262005,8.0
8913,56099030C042003,0.0
6533,070161230022007,24.0
4823,260290040262005,14.0
7479,170640050262017,0.0
7419,160194300262006,0.0
5824,530901080022010,0.0
5320,350502100042001,0.0
1317,160194300262004,0.0
6300,050160590041016,78.0
1242,150162990252893,17.0
3376,060160860022001,22.0
2014,330482020262002,4.0
5614,480723210262005,7.0
1422,190220150022004,50.0
5465,440630150041008,17.0
6094,030680020262005,0.0
8765,510652020262006,0.0
7713,200350010262001,29.0
448,060161020022002,0.0
5991,56099207U261002,16.0
8636,480723210261002,81.0
855,130580020032001,0.0
4710,200961000262005,3.0
7633,190222000262007,0.0
8015,310451310222006,2.0
6783,090101880042001,2.0
4098,150162990252344,10.0
4053,150162990252270,9.0
2474,470980050262010,3.0
7473,170640050262010,1.0
3364,060160810022001,1.0
3884,130581350022006,30.0
771,110150050262001,0.0
7244,15016299025252C,0.0
1713,240473080261006,36.0
4429,170540230262002,11.0
5386,400560080262003,19.0
2385,440630460032001,2.0
1266,150162990252930,3.0
15,010090150262003,3.0
4330,150162990252913,171.0
3705,080083990262001,3.0
138,041012050252063,303.0
8098,320460020262002,0.0
7916,300391860261002,84.0
8045,310453000262022,43.0
4355,150162990252955,6.0
6036,010092620262001,0.0
5513,440632000262009,0.0
2445,470522750262003,8.0
7757,210440320032003,46.0
8154,340490030042006,23.0
410,060160970022003,0.0
279,050160590042001,0.0
5769,510841860251007,0.0
1277,150162990252953,3.0
8888,540920040262002,35.0
7725,200933480262003,7.0
8178,340490460041002,0.0
3143,041012050252040,217.0
2296,400560340261001,13.0
164,050160150042003,11.0
1196,150162990252724,0.0
3263,050160540042005,3.0
7625,190221810042009,0.0
5405,410570050262004,0.0
8338,350501700041001,5.0
6588,070161400022007,5.0
8625,480721500252038,104.0
7550,190220440022001,0.0
8153,340490030042005,24.0
864,130581350022007,615.0
929,150162990252128,79.0
5058,310453040262008,0.0
359,060160840021002,29.0
7521,190220130022004,0.0
5508,440632000262003,2.0
1032,150162990252292,9.0
4658,190222040262008,1.0
5557,470712690042002,0.0
1693,240322010042005,9.0
6672,070161600021001,446.0
3586,070161435022007,0.0
2073,340490500041004,197.0
7933,300910370041001,76.0
8618,480721500252010,65.0
5776,510841860252017,0.0
1889,310451290222005,24.0
3202,050160230022001,1.0
1599,190222050262007,0.0
2242,390550030261001,3.0
2730,530907010262002,0.0
1659,210610010262002,4.0
5324,350502890042003,0.0
753,090101690041001,8.0
1762,280060980022001,1.0
2925,15016299025277C,153.0
6886,130411780042002,0.0
239,050160390021008,2.0
607,070161490022006,3.0
3909,150162990252059,47.0
3400,060160900022005,0.0
4152,150162990252412,35.0
4236,150162990252603,20.0
4933,310450460222012,1.0
6217,050160250021015,15.0
7346,150162990252914,2.0
4799,240473080261003,110.0
3092,040041000261003,310.0
1871,310450460222050,13.0
6676,070161610022001,0.0
2706,530900760021005,78.0
7207,150162990252472,20.0
8727,500821180021012,85.0
2108,340490680022001,0.0
5083,320460530022002,0.0
748,090101370022001,77.0
3538,070161275021001,41.0
1895,310451290222012,32.0
244,050160390022007,1.0
3369,060160830022005,4.0
3118,041011330041001,18.0
7297,150162990252804,13.0
1749,260621030262001,1.0
4318,150162990252893,4.0
7258,150162990252622,20.0
2285,400560020262005,13.0
8695,490813000262006,0.0
5844,531020060261003,11.0
4483,190220040022003,0.0
6613,070161460042002,8.0
6827,110703020261001,16.0
8302,340492200261004,6.0
4401,160194300262007,17.0
821,120800010261002,103.0
3404,060160910022004,1.0
7962,310450460222021,9.0
6317,050160620042005,0.0
3932,150162990252094,37.0
6211,050160210042015,0.0
8420,410570020262003,0.0
2900,15016299025245C,13.0
2154,340491090021006,6.0
4353,150162990252953,2.0
994,150162990252231,11.0
1502,190220890042004,7.0
7703,190222050262007,0.0
5265,340491160262005,66.0
5852,531020600262003,0.0
6409,060160890022012,1.0
702,080891450221002,1775.0
5483,440630470041006,58.0
6933,150162990252072,3.0
6383,060160840022003,0.0
8005,310451290222011,9.0
6958,150162990252107,1.0
8359,390550030262004,1.0
7021,150162990252204,12.0
1642,210280990262001,31.0
2183,340491870261003,68.0
1731,260290030261001,14.0
7982,310450460222050,2.0
6686,070161620022010,0.0
1641,210280910042001,0.0
7105,15016299025232C,11.0
4384,160194270262008,2.0
8235,340490750022003,12.0
8340,350501850042001,0.0
8342,350502100042001,1.0
6467,060161010022001,0.0
1492,190220680021001,95.0
1819,300910160042001,0.0
7889,280372270262001,0.0
182,050160210042004,0.0
3031,010690270262002,5.0
6781,090101690041001,5.0
7442,170534290042002,0.0
5331,350785350262006,0.0
3766,090101420042001,1.0
4105,150162990252355,26.0
3577,070161420022002,1.0
1689,240322010042001,20.0
934,150162990252134,41.0
873,130950110042001,0.0
8563,470522720262003,3.0
3740,090100040262011,105.0
1575,190222040262009,3.0
424,060160990022003,27.0
4987,310451290222017,0.0
4167,150162990252436,35.0
5020,31045300026201C,2.0
7428,170200180262005,34.0
3551,070161300022011,10.0
4861,280371900022001,156.0
5378,400560010262006,1.0
3694,070161700022012,11.0
208,050160270022004,1.0
4184,150162990252460,68.0
6051,010750040261002,0.0
7487,170640160262006,0.0
5998,56099255U262001,0.0
6214,050160230022004,0.0
7310,15016299025282C,0.0
4878,280880010261001,0.0
7030,150162990252215,14.0
6436,060160970022007,0.0
3033,010691170222001,12.0
143,041012050252080,53.0
8807,510841860252027,0.0
1423,190220150022006,44.0
2454,470712230262002,2.0
1336,170534250042001,0.0
7122,150162990252357,17.0
9018,56099207U262005,3.0
6226,050160260022001,10.0
7145,150162990252384,2.0
8930,560990860051004,94.0
3436,060160990022004,13.0
2849,560992020222006,2.0
2479,470980130022001,13.0
3600,070161460042002,2.0
8084,320380040261002,2.0
6867,130140570022001,1.0
3951,150162990252120,50.0
1364,170640050262003,20.0
3475,060161060022001,2.0
3672,070161620022010,0.0
7883,280371900022001,100.0
6959,150162990252108,11.0
5054,310453040262003,1.0
9028,56099365U261007,68.0
1008,150162990252255,18.0
2250,390550110262001,9.0
2552,490810400222022,34.0
1278,150162990252954,16.0
7516,190220110022002,0.0
3246,050160360022004,3.0
4900,300730050022001,0.0
2678,510841860252021,3.0
8004,310451290222009,0.0
8608,480720690022001,10.0
5105,330482050261021,77.0
2988,56099209U262004,12.0
4755,211000020262007,4.0
2665,510840150262004,8.0
5851,531020600261002,1.0
5004,310451310222017,0.0
6407,060160890022007,0.0
8424,410570030262002,2.0
98,041011220222006,25.0
4342,150162990252930,5.0
2367,440630120262002,0.0
6778,090101370022006,72.0
7972,310450460222034,0.0
1969,310458000802001,0.0
3488,070161090022001,5.0
8556,470521700221001,2.0
4883,300020050261001,59.0
222,050160340042001,0.0
6617,070161470021001,5.0
7867,260850050262002,4.0
2209,350500950042001,14.0
839,130410020042001,4.0
5994,56099209U261002,18.0
290,050160620041001,4.0
8087,320380060262001,0.0
1601,190222050262009,0.0
4408,170200180262003,3.0
6523,070161180042002,1.0
3519,070161230022006,0.0
3518,070161230022003,6.0
8706,500820700042003,16.0
6139,041012050251010,1500.0
3354,050160735022002,6.0
8637,480723210262004,3.0
5849,531020110262002,0.0
2229,350502890042002,3.0
415,060160970022009,1.0
6980,150162990252139,0.0
4713,200962000261001,2.0
4231,15016299025254C,6.0
2513,480723090262002,0.0
3385,060160880022003,0.0
9031,56099365U262003,7.0
8797,510841860252013,0.0
4461,170640050262018,1.0
2365,440630120261003,21.0
7882,280063400262006,42.0
980,150162990252210,14.0
2584,500820600262001,1.0
8601,470981450042001,4.0
8738,500821300042001,5.0
2354,410570120262008,101.0
5388,400560090262004,1.0
7191,150162990252453,9.0
920,150162990252112,12.0
6866,130140460022001,0.0
7637,190222000262011,0.0
165,050160150042004,5.0
8365,390550110261002,29.0
8164,340490340042004,1.0
7176,150162990252423,36.0
9025,56099365U261004,97.0
4109,15016299025235C,6.0
3175,050160150042003,0.0
7893,280372280262005,26.0
6363,050160730022001,1.0
5733,500821890222038,56.0
272,050160570021004,39.0
4393,160194280262012,19.0
7143,150162990252382,23.0
7751,210281740262001,19.0
397,060160925022003,1.0
1359,170640050261002,74.0
7960,310450460222019,3.0
6198,050160150042020,0.0
515,070161250022003,0.0
3928,150162990252089,7.0
2572,490813000261002,32.0
6727,080432100262003,1.0
2325,410570080261002,150.0
6576,070161350022002,1.0
4921,310450460221005,195.0
5564,470980030262006,3.0
1276,150162990252951,166.0
2415,440632000262006,0.0
2728,530901370022001,55.0
3422,060160970022005,5.0
747,090101370021003,240.0
5041,310453030262002,0.0
8525,440631580222006,0.0
7524,190220150022003,0.0
7980,310450460222048,0.0
3468,060161030022008,0.0
1804,300391760262008,5.0
4230,150162990252542,83.0
6329,050160640041006,59.0
7376,150162990252964,1.0
89,040041000262009,1.0
2850,560992020222007,48.0
5786,510841860252033,0.0
4022,150162990252227,2.0
6623,070161480022002,13.0
1154,150162990252480,13.0
5698,500821130021001,19.0
7738,200970030262003,7.0
7420,160194300262007,7.0
7324,150162990252870,7.0
1399,190220040022003,1.0
6661,070161570022001,65.0
1557,190222030262013,0.0
5712,500821180022013,33.0
7922,300730050022001,1.0
3039,010750030262001,0.0
