,rcdts,total_incidents
3772,090101970042002,3.0
8418,410570010262006,0.0
7927,300733000262003,21.0
129,041012050252034,130.0
264,050160540042023,0.0
1684,240320540021006,64.0
8039,310453000262016,5.0
8561,470522710262005,0.0
7281,150162990252743,1.0
3183,050160150042013,0.0
3117,041011310042003,5.0
4807,240473080262008,1.0
5805,530900520021001,22.0
1699,240470880262004,39.0
4927,310450460222006,7.0
7979,310450460222047,2.0
1340,170534290042004,52.0
172,050160150042013,18.0
8448,410570090262012,0.0
8482,440630030032001,0.0
235,050160360022004,0.0
4388,160194280262006,26.0
6030,010011720223004,0.0
3711,080432060262002,4.0
5779,510841860252021,0.0
8296,340491870262002,0.0
8047,310453000262025,69.0
4004,150162990252202,15.0
4868,280372280261002,49.0
3040,010750040261002,0.0
7298,150162990252805,1.0
5907,560990860052001,24.0
8354,390550010261001,2.0
8157,340490060022006,20.0
1147,150162990252472,52.0
2433,450791380262002,10.0
2619,500821600042001,17.0
1633,200970030262002,7.0
8243,340490950261002,0.0
8963,560991220022005,5.0
5955,560991610022004,2.0
7512,190220100022002,0.0
5251,340491120022002,0.0
1197,150162990252726,16.0
5304,350501220021006,65.0
5276,340491870262009,20.0
4597,190221800042002,46.0
1369,170640050262009,0.0
587,070161460042003,4.0
4256,150162990252706,17.0
4959,310450460222049,2.0
2739,530907090262003,1.0
7926,300733000262002,66.0
6257,050160360022004,0.0
2872,11012002C262003,2.0
3921,150162990252080,12.0
5078,320460020262004,0.0
2827,560991220022014,0.0
8997,560992020221008,81.0
5273,340491870261003,165.0
402,060160960021004,17.0
3332,050160650042014,1.0
6044,010691170222001,7.0
5655,490810410252009,38.0
7286,150162990252768,2.0
8195,340490600261003,330.0
6291,050160540042030,0.0
1194,150162990252706,1.0
4116,150162990252368,6.0
7746,210280990262001,0.0
4364,150162990252967,3.0
2714,530900860022008,7.0
8322,350500650042001,0.0
8143,330942380262002,4.0
5321,350502300042001,4.0
2443,470522720261002,18.0
7953,310450460222010,12.0
2214,350501250022001,3.0
8077,310453040262004,12.0
8871,531020110261001,6.0
7088,150162990252303,0.0
4877,280372300262001,9.0
6333,050160640042005,0.0
4074,150162990252304,11.0
6754,090100040262011,101.0
7973,310450460222036,10.0
4080,150162990252314,9.0
7903,280881000262002,11.0
7222,150162990252491,5.0
3910,150162990252062,6.0
4436,170540880022005,0.0
7387,15016900025201C,68.0
4302,150162990252850,12.0
6536,070161240021001,14.0
538,070161300022012,29.0
8516,440630470042011,7.0
5410,410570070262003,14.0
8691,490812000262007,0.0
636,070161580022001,10.0
3267,050160540042009,0.0
5950,560991590022002,0.0
2310,410570050262004,14.0
1949,310453030261012,49.0
3088,030680120262004,0.0
2704,530900520021001,27.0
2958,56099030C042002,3.0
615,070161510022004,0.0
101,041011220222010,62.0
2086,340490600262004,112.0
5823,530901080022009,0.0
8925,560990810022001,0.0
5297,350500440021005,161.0
6108,040041000262009,78.0
2494,480721500251006,369.0
2595,500820900042006,19.0
8079,310453040262007,3.0
3471,060161050022003,13.0
3989,150162990252181,105.0
8624,480721500252037,74.0
4667,190222040262019,0.0
6745,090100030261002,58.0
5438,410570100262023,25.0
6195,050160150042015,20.0
1615,200830030262009,4.0
3565,070161350022008,3.0
1698,240470880262003,5.0
3767,090101690041001,2.0
7226,150162990252498,5.0
6050,010750030262001,3.0
2239,390550010262002,2.0
7429,170530050262001,0.0
4143,150162990252401,0.0
2182,340491180262007,7.0
8876,531020600262003,0.0
3257,050160540041012,5.0
8327,350501220022005,14.0
372,060160880021007,207.0
5660,490810410252020,123.0
6990,150162990252154,65.0
4187,150162990252464,56.0
90,040041000262010,5.0
559,070161400022005,3.0
7897,280372290262005,0.0
2674,510841860252015,74.0
5302,350500820042001,0.0
176,050160150042020,0.0
174,050160150042018,1.0
5364,390740570261001,9.0
4189,150162990252468,19.0
3300,050160590042020,1.0
4171,150162990252444,2.0
8672,490810400222022,27.0
1811,300730050022001,0.0
1779,280372280261002,58.0
7913,300391400042001,2.0
3717,080891450222003,49.0
526,070161275022004,2.0
1026,150162990252283,7.0
7239,150162990252514,11.0
5258,340491140021001,55.0
6925,150162990252062,3.0
6297,050160570022008,1.0
5312,350501410022005,8.0
6418,060160925021001,31.0
2012,330362350262001,28.0
4449,170640050262004,0.0
1839,310450460222007,10.0
3456,060161010022005,0.0
3725,080892010262003,4.0
984,150162990252214,23.0
3684,070161680042002,11.0
1655,210440550022001,31.0
1672,211000020262010,7.0
3148,041012050252056,17.0
7614,190220930042011,3.0
3084,030680030261002,139.0
2979,56099201U262004,67.0
1958,310453030262012,3.0
3965,150162990252139,3.0
7502,190220040022003,0.0
2679,510841860252022,27.0
6087,030262020261001,0.0
2022,330482760261001,16.0
8661,490810370022008,25.0
6904,130585010262002,30.0
8367,390550150261001,64.0
3145,041012050252043,295.0
4086,150162990252323,77.0
888,150162990252068,57.0
5765,510840150262004,0.0
2033,330943040261001,1.0
3490,070161090022004,3.0
7987,310450460222055,6.0
7686,190222040262018,2.0
8801,51084186025201C,0.0
144,041012050252084,278.0
5636,490810370022003,0.0
6819,110230040262001,1.0
4810,240473080262011,2.0
6926,150162990252063,4.0
1961,310453040261002,39.0
8705,500820700042001,0.0
5305,350501220022005,16.0
70,030262030262008,1.0
5099,320462580042001,23.0
2758,540920010261001,4.0
5936,560991220021006,40.0
9019,56099209U261002,10.0
6799,110150010262006,3.0
3004,56099365U262012,37.0
1062,150162990252346,29.0
199,050160250022009,0.0
337,050160690022004,0.0
4731,210281740262001,9.0
2444,470522720262003,0.0
7722,200830040262004,2.0
6377,060160830021003,34.0
966,150162990252187,10.0
8811,510841860252035,0.0
8620,480721500252028,352.0
7441,170534290041001,153.0
5071,320380100262004,7.0
2645,510652020262006,0.0
2961,56099030C042005,0.0
2785,560990170022003,1.0
7589,190220620022002,0.0
955,150162990252172,1.0
2637,500821890222038,76.0
6704,070161700022007,3.0
7584,190220600022002,1.0
4938,310450460222019,35.0
5398,410570020262003,0.0
242,050160390022005,0.0
7468,170640050262004,0.0
3503,07016113A022004,0.0
8548,450790010221002,19.0
3377,060160870021005,14.0
1294,160194240262005,0.0
25,010691170222001,21.0
6359,050160690022004,0.0
112,041011340042001,5.0
3398,060160900021002,12.0
8309,340492200262007,0.0
1724,240473080262014,0.0
7865,260621850262008,17.0
5492,440630470042011,1.0
4898,300391960262003,3.0
4082,150162990252316,3.0
1391,170640870252011,35.0
1436,190220330022005,5.0
4976,310451290221005,20.0
5747,51084003A261002,67.0
4016,15016299025221C,39.0
2396,440630470042010,7.0
3007,56099365U262016,6.0
2027,330664040262002,0.0
6222,050160250022011,12.0
1808,300391960261002,19.0
6155,041012050252041,31.0
8630,480721500252052,25.0
1521,190221810042008,0.0
633,070161570021001,178.0
5888,56099030C042002,0.0
6170,041013200261002,7.0
2190,340492200262002,0.0
3098,040041000262010,15.0
8957,560991140022001,5.0
6618,070161470022004,0.0
2035,330943040262002,6.0
5501,440631580222006,0.0
2775,540921180242013,14.0
7607,190220930041004,6.0
2970,56099070C042001,12.0
1876,310450460222055,21.0
9040,56099365U262016,4.0
3949,150162990252118,30.0
7798,240322010042001,18.0
8215,340490670051003,18.0
4844,260621850262008,24.0
5469,440630150042004,6.0
6555,070161280022002,0.0
4705,200933480262003,35.0
2992,56099365U261004,185.0
5195,340490670052004,0.0
5793,510841860252046,0.0
3970,150162990252148,6.0
6302,050160590042002,0.0
2416,440632000262007,0.0
3114,041011310041002,56.0
4363,150162990252966,29.0
2783,560990170022001,0.0
375,060160880022005,30.0
6919,150162990252051,5.0
6626,070161480022006,44.0
1857,310450460222028,9.0
6729,080432110262001,1.0
8237,340490760021003,27.0
8755,500821890221036,1349.0
8702,500820400262002,11.0
2355,410570130021001,62.0
8545,450670050262003,0.0
6003,56099365U261007,37.0
4065,150162990252290,23.0
2422,450670040261001,31.0
7086,15016299025229C,1.0
8056,310453020262007,6.0
6508,070161110022002,0.0
8954,560990920022004,0.0
3166,041013220262001,0.0
5150,340490380022002,4.0
3171,050160150041014,0.0
1665,211000010262003,0.0
6022,010010040262006,0.0
5220,340490790022002,5.0
8543,450670040262003,0.0
5123,330943040261001,0.0
2473,470980050262008,34.0
4831,260343170042005,0.0
2461,470712310042005,0.0
2204,350500440022001,11.0
354,060160810022003,3.0
2197,350500010262001,5.0
8659,490810370022001,2.0
6735,080891450222015,864.0
7730,200961000262005,1.0
6841,120130350261001,16.0
7639,190222000262013,6.0
4738,210440430032001,0.0
1295,160194250261001,4.0
2787,560990840022001,31.0
3876,130580020032001,0.0
5662,490811000261002,10.0
8150,340490030041006,369.0
5347,390550610251034,495.0
4669,190222040262021,1.0
6241,050160310022002,0.0
4242,150162990252620,69.0
4994,310451310222007,29.0
3305,050160620042004,0.0
4774,24032072C042001,16.0
1105,150162990252403,159.0
654,070161620022003,13.0
7966,310450460222026,2.0
1104,150162990252402,11.0
6680,070161620021004,114.0
2428,450670050262005,8.0
241,050160390022003,0.0
5983,560992020222013,8.0
5840,530907090262003,0.0
1003,150162990252246,18.0
3314,050160630022009,0.0
1427,190220200021001,47.0
1675,211000040262008,4.0
4749,211000010262003,2.0
2464,470980010262003,0.0
5210,340490730042007,1.0
7839,260290020261001,3.0
1279,150162990252955,12.0
3139,041012050252034,86.0
734,090100040262028,2.0
5963,56099201U262006,71.0
3914,150162990252068,40.0
5494,440630500262003,21.0
3388,060160880022009,2.0
7013,150162990252192,0.0
122,041012050252017,52.0
3643,070161550021001,542.0
4836,260343470042005,0.0
1645,210281680262003,0.0
7012,150162990252191,12.0
4909,300910170221001,0.0
8882,531021400262005,0.0
6497,070161040022004,0.0
5583,480720680022002,33.0
8623,480721500252036,47.0
4758,211000040261001,24.0
203,050160260021006,66.0
4017,150162990252220,0.0
611,070161500022001,12.0
6183,050160150041016,67.0
6662,070161580021004,76.0
5830,530906060042001,0.0
6525,070161220021005,113.0
859,130581000262001,1.0
474,070161040022005,0.0
8378,390550610252031,6.0
8177,340490460041001,0.0
2372,440630150042002,1.0
4420,170534250042001,4.0
6097,030680120261002,0.0
7983,310450460222051,3.0
876,150162990252046,33.0
7041,150162990252232,5.0
6091,030262040262001,0.0
6639,070161500022002,8.0
1107,150162990252405,27.0
421,060160990021002,1126.0
4170,150162990252442,11.0
7292,150162990252785,20.0
9041,651089010802001,0.0
8207,340490600262014,12.0
8830,530900520022002,15.0
6713,070161940021001,141.0
6792,11012002C262003,2.0
1267,150162990252933,10.0
8677,490810410252007,15.0
7390,15016904025201C,139.0
6645,070161520022001,13.0
5094,320461110252011,0.0
4573,190220660021001,19.0
7020,150162990252203,0.0
956,150162990252173,59.0
8304,340492200262002,0.0
2351,410570110262029,76.0
3569,070161400021003,25.0
8428,410570050262005,0.0
409,060160970022001,16.0
3923,150162990252082,24.0
3509,070161180041004,105.0
4068,150162990252294,0.0
4569,190220620021001,36.0
5444,410570110262024,7.0
2987,56099209U262003,2.0
3147,041012050252054,165.0
330,050160670022003,0.0
3172,050160150041016,0.0
1457,190220450022011,30.0
8305,340492200262003,0.0
2021,330482100262003,0.0
6085,030262010261001,11.0
1595,190222050262003,0.0
1085,150162990252376,1.0
7984,310450460222052,11.0
4253,150162990252700,17.0
5181,340490600262009,53.0
8861,530907090261005,13.0
7954,310450460222011,10.0
1448,190220440022005,0.0
8779,510840050262006,9.0
2226,350502100042001,0.0
151,041013200262005,42.0
8064,310453030262003,0.0
925,150162990252122,6.0
6512,070161110022010,0.0
7331,150162990252889,5.0
7820,240473080261003,125.0
1937,310453010261001,26.0
5647,490810400222021,31.0
9021,56099209U262004,10.0
5601,480721500252038,187.0
8911,56099030C041001,0.0
4513,190220200022003,69.0
8694,490813000262005,4.0
5248,340491090022008,0.0
5723,500821870262007,61.0
8181,340490460042004,0.0
4835,260343370262006,4.0
3926,150162990252087,7.0
4709,200960170042001,5.0
5719,500821750022003,37.0
1709,240473080261002,121.0
5472,440630190241001,17.0
5730,500821890221007,456.0
5697,500821100042002,3.0
5271,340491180262005,0.0
6791,11012002C261002,7.0
2623,500821750022003,43.0
4272,15016299025276C,81.0
6327,050160630022011,1.0
7458,170640020262001,0.0
6912,15016299025101C,0.0
4156,150162990252417,86.0
8227,340490730041001,4.0
2410,440631650032004,16.0
3704,080083140262002,21.0
3491,070161090022006,28.0
6767,090101160221002,137.0
8602,480720620022001,20.0
6519,070161170022003,6.0
8948,560990890022002,66.0
8147,330943040262002,6.0
7670,190222040261004,40.0
7227,15016299025249C,0.0
4465,170640160261001,0.0
7107,150162990252331,1.0
4604,190221810042007,1.0
5787,510841860252035,0.0
8197,340490600261005,23.0
412,060160970022006,26.0
385,060160890022008,8.0
964,150162990252184,0.0
3954,150162990252126,5.0
7047,150162990252242,10.0
1985,320460010262004,0.0
516,070161250022004,1.0
6570,070161320022003,0.0
6674,070161600022004,78.0
8604,480720630021001,77.0
895,150162990252081,17.0
4046,150162990252263,123.0
8094,320381240262001,14.0
5759,510840100262003,0.0
3775,090270100261002,0.0
7189,150162990252451,0.0
4586,190220890042004,4.0
3054,030110010261001,0.0
5969,560992020221005,55.0
5635,490810370022001,41.0
4572,190220630022002,2.0
423,060160990022002,36.0
4172,150162990252446,6.0
990,150162990252226,44.0
8072,310453030262014,0.0
301,050160630021003,60.0
5189,340490600262018,18.0
7259,15016299025262C,2.0
7958,310450460222016,26.0
6498,070161040022005,0.0
6716,080083080262003,11.0
67,030262010262001,24.0
3452,060161000022008,0.0
3768,090101690042001,2.0
4601,190221810042003,1.0
3015,010011720221003,1027.0
3310,050160620042011,1.0
1991,320460060262002,3.0
5710,500821180022009,2.0
6691,070161630022008,3.0
8951,560990910022001,6.0
3105,041011220222005,73.0
5634,490810370021002,150.0
678,070161700022009,17.0
2738,530907090262002,3.0
3203,050160230022004,2.0
8617,480721500251015,5.0
2981,56099201U262007,95.0
7318,150162990252855,68.0
3635,070161520022008,58.0
1173,150162990252510,20.0
5383,400560060262001,1.0
5772,510841860252012,0.0
3533,070161260022002,8.0
2298,400560340262002,2.0
6393,060160870022008,8.0
655,070161620022005,2.0
1272,150162990252941,44.0
3641,070161540022002,24.0
5384,400560070261002,21.0
6687,070161630021010,132.0
3441,060160990022012,6.0
3786,110150010262007,2.0
6711,070161710022001,47.0
4210,150162990252497,16.0
877,150162990252048,4.0
2141,340490960042003,0.0
4969,310451010222005,3.0
4453,170640050262009,0.0
7408,160194280262007,36.0
4843,260621850262004,0.0
5778,510841860252020,0.0
6320,050160620042010,0.0
8992,560992020221003,135.0
4624,190222010261004,32.0
1866,310450460222043,51.0
6610,070161450022003,0.0
7734,200962000262002,0.0
3919,150162990252078,94.0
688,080083080262003,23.0
4132,150162990252386,6.0
6111,040042000262001,0.0
5454,410570150032004,12.0
3058,030110030262003,0.0
1727,260290010261001,0.0
8551,450791340042001,0.0
742,090101160222007,0.0
3526,070161240022004,1.0
6270,050160540041019,4.0
3531,070161260021005,7.0
2748,531020110262002,0.0
6646,070161520022002,88.0
3210,050160250022009,0.0
5021,310453000262020,4.0
5707,500821180022005,4.0
2528,480723230262006,4.0
7180,150162990252434,1.0
5308,350501250022001,31.0
7008,150162990252185,9.0
7866,260850050262001,1.0
4438,170640020261002,0.0
5219,340490790022001,20.0
6797,110150010262003,21.0
3236,050160340042004,0.0
3992,150162990252184,1.0
6164,041012050252078,23.0
2030,330942380262001,19.0
7532,190220200022003,69.0
693,080431190222002,5.0
450,060161020022007,0.0
5922,560990880022002,44.0
7609,190220930042004,0.0
6966,150162990252120,15.0
2725,530901080022013,23.0
7748,210281680261002,18.0
5291,350500010262001,10.0
7586,190220610022001,0.0
591,070161470022004,0.0
3952,150162990252122,10.0
1415,190220120022004,1.0
908,150162990252097,24.0
7379,150162990252967,2.0
6123,041011220222014,3.0
3781,11012004C262003,7.0
1171,150162990252506,22.0
1892,310451290222008,31.0
2455,470712230262004,1.0
4200,150162990252480,23.0
3423,060160970022006,25.0
7862,260621700262003,8.0
1692,240322010042004,15.0
4488,190220040022011,0.0
6786,090101970042002,0.0
1308,160194280262008,10.0
5029,310453010262003,6.0
2540,490810370022003,8.0
6336,050160650041002,8.0
5559,470980010262003,0.0
6438,060160970022009,0.0
160,050160150041014,38.0
6635,070161490022009,6.0
1166,150162990252501,4.0
2358,410570150032002,2.0
4015,150162990252215,56.0
1444,190220410022003,17.0
1529,190222000262006,0.0
8783,510840100262003,1.0
3640,070161530022005,23.0
2857,560992020222014,9.0
6235,050160290022001,0.0
7965,310450460222025,12.0
626,070161530022005,17.0
8496,440630190242001,12.0
2321,410570070262009,2.0
2954,51084003A262004,10.0
3051,030030020261002,37.0
4548,190220530021001,0.0
4124,150162990252375,50.0
1318,160194300262006,1.0
7130,150162990252367,4.0
5531,450791400262008,0.0
7257,150162990252620,53.0
7212,150162990252478,2.0
2570,490812000262006,17.0
4814,240473080262015,9.0
47,030110010262001,6.0
8663,490810400221003,259.0
1928,310453000262016,3.0
247,050160540041018,0.0
993,150162990252230,11.0
3712,080432100261001,0.0
5126,340490010021003,29.0
3993,150162990252185,30.0
1411,190220110021003,14.0
614,070161510022002,0.0
7641,190222000262016,0.0
8956,560991140021001,7.0
5250,340491120021002,14.0
7931,300910170221001,0.0
2496,480721500251013,111.0
8249,340490950262008,2.0
2097,340490600262016,52.0
3151,041012050252066,49.0
5306,350501240021001,70.0
4374,160194240262004,0.0
1719,240473080262009,0.0
4697,200830020262002,7.0
492,070161170022003,10.0
4651,190222040261005,46.0
1217,150162990252811,1.0
8598,470980130022001,6.0
2669,510841860251007,208.0
5490,440630470042009,10.0
8532,440632000262003,4.0
6527,070161220022002,17.0
3115,041011310042001,65.0
3103,040042000262005,0.0
5039,310453030261012,93.0
491,070161170022002,0.0
6499,070161080022001,1.0
6520,070161170022004,15.0
6971,150162990252128,78.0
1393,170640870252013,3.0
841,130410050042002,1.0
3222,050160280022003,0.0
6642,070161510022004,0.0
2450,470712210262003,17.0
3716,080891450221002,1093.0
6755,090100040262013,8.0
6132,041011400041001,93.0
8397,400421000262008,0.0
2626,500821870262005,126.0
1005,150162990252249,2.0
441,060161000022008,2.0
5393,400560340262002,11.0
845,130410800021001,162.0
4788,240470880262004,47.0
8666,490810400222011,13.0
5182,340490600262010,10.0
8959,560991220021005,49.0
8017,310451310222008,15.0
2312,410570050262008,15.0
6413,060160910021001,15.0
4070,150162990252299,7.0
2195,340492200262007,0.0
2252,390550150262001,16.0
5025,310453000262025,17.0
1696,240470880261001,70.0
594,070161480021003,91.0
536,070161300022010,24.0
4935,310450460222015,11.0
558,070161400022004,15.0
5281,340492200262001,2.0
4842,260621850261001,81.0
8708,500820850022001,0.0
2745,531020060262002,9.0
3660,070161600022004,46.0
3049,030030010261001,11.0
8100,320460020262004,0.0
8497,440630260041004,38.0
4137,150162990252394,1.0
4777,240322010041002,73.0
2999,56099365U262006,20.0
7351,150162990252920,5.0
6679,070161610022007,14.0
3002,56099365U262010,12.0
1253,150162990252912,122.0
8529,440631650032004,24.0
4727,210281150042001,9.0
1552,190222030262005,0.0
4735,210281960262001,0.0
5853,531020690022001,0.0
2978,56099201U262003,56.0
924,150162990252120,45.0
7598,190220680022003,3.0
5972,560992020221008,89.0
6907,130950100262003,3.0
3743,090100040262020,166.0
7655,190222030262004,0.0
4638,190222030262007,0.0
3948,150162990252113,0.0
1953,310453030262005,8.0
4237,150162990252605,12.0
5961,56099201U262003,44.0
8872,531020110262001,3.0
7504,190220040022005,0.0
6380,060160830022005,1.0
8692,490813000261002,23.0
7311,150162990252837,33.0
2631,500821870262014,73.0
5949,560991590021001,12.0
2944,24032072C042001,12.0
8809,510841860252032,0.0
382,060160890022003,6.0
7955,310450460222012,5.0
3013,010010040262006,0.0
1630,200962000262002,0.0
5300,350500650042001,0.0
2530,480723260262004,10.0
2088,340490600262006,11.0
2652,510840050262003,11.0
6653,070161530022005,10.0
1712,240473080261005,137.0
6974,150162990252132,1.0
7302,15016299025280C,0.0
8191,340490560022002,2.0
8034,310453000262009,15.0
958,150162990252177,19.0
4092,150162990252331,7.0
7005,150162990252182,3.0
6453,060160990022010,5.0
4387,160194280262005,4.0
3091,040041000261002,400.0
831,130140460022001,0.0
3124,041012050251001,1297.0
1211,150162990252802,31.0
4359,150162990252961,14.0
3225,050160290022002,0.0
6831,110870040262002,29.0
865,130581350022008,31.0
5509,440632000262004,0.0
3570,070161400021004,66.0
1249,150162990252902,27.0
5774,510841860252015,0.0
6208,050160210042011,2.0
8944,560990860052025,80.0
1873,310450460222052,32.0
6135,041012050251001,1004.0
8966,560991220022013,8.0
3374,060160845022001,74.0
3110,041011220222011,31.0
3690,070161700022007,11.0
8265,340491090021005,1.0
2251,390550150261001,78.0
5827,530901080022014,0.0
810,120170020262004,19.0
6221,050160250022009,3.0
7570,190220580021015,27.0
595,070161480021004,33.0
5111,330482100262003,0.0
6225,050160260021006,12.0
1241,150162990252892,84.0
3554,070161300022019,12.0
8273,340491120022002,0.0
8379,390550610252032,50.0
569,070161435021003,5.0
6800,110150010262007,0.0
7174,150162990252421,33.0
2131,340490950261002,2.0
6856,120800010261002,83.0
5400,410570020262005,4.0
5534,470521700222004,27.0
4794,240471150262005,47.0
1113,150162990252414,30.0
5563,470980030262005,8.0
2566,490811000261002,9.0
5903,560990860051001,229.0
5552,470712260262003,5.0
7340,150162990252902,11.0
1745,260343280242004,0.0
369,060160870022007,28.0
6486,060161050022005,0.0
34,010750100262007,9.0
2256,390550610252010,241.0
4,010010030262008,1.0
8578,470712310042001,0.0
5700,500821150021001,39.0
4846,260850050262002,6.0
1605,200300070262001,1.0
378,060160890021001,101.0
1189,150162990252636,39.0
5715,500821600042001,26.0
811,120170020262007,5.0
528,070161280022002,0.0
7328,150162990252878,11.0
3209,050160250022005,0.0
5289,34049900025201C,20.0
5810,530900860021011,223.0
5533,470521700222003,109.0
6224,050160250022018,0.0
1380,170640070262001,9.0
5163,340490500041004,265.0
5544,470712210262002,0.0
1864,310450460222038,21.0
8764,510652020262003,0.0
4262,15016299025272C,81.0
8128,330482050262015,0.0
1467,190220580021015,30.0
2899,15016299025244C,120.0
4555,190220580022004,0.0
214,050160290022002,1.0
8442,410570080261002,0.0
5254,340491120022005,0.0
5579,480720620022003,129.0
909,150162990252098,2.0
8145,330943040261001,0.0
6011,56099365U262011,28.0
4303,150162990252855,130.0
3243,050160360022001,0.0
6771,090101160222008,52.0
351,060160800022002,3.0
5066,320380090261002,0.0
5574,470980130022001,2.0
41,030030010261001,5.0
2344,410570100262024,216.0
8766,510652130261001,3.0
3548,070161300022004,0.0
3250,050160390021008,13.0
335,050160690021003,63.0
2659,510840100262003,2.0
5940,560991220022008,4.0
5457,440630020032002,0.0
1517,190221810042003,1.0
2742,531020020042001,45.0
2644,510652020262003,0.0
3213,050160250022018,0.0
4869,280372280262003,10.0
8151,340490030042002,8.0
8384,390740250262005,0.0
1357,170640030262001,0.0
142,041012050252078,14.0
4252,15016299025268C,9.0
6376,060160810022003,6.0
1298,160194270261002,89.0
3670,070161620022008,52.0
1569,190222040261007,35.0
7517,190220120021005,5.0
3589,070161440022003,0.0
7282,15016299025274C,47.0
5881,540925120262001,13.0
2040,340490030042004,20.0
8701,500820300032001,0.0
8579,470712310042003,0.0
4525,190220410021009,52.0
8346,350502890042003,0.0
3646,070161560022001,231.0
2492,480721500251002,604.0
7739,200970050261007,68.0
765,110150010262004,57.0
6583,070161400021004,21.0
4485,190220040022005,0.0
8745,500821870261014,177.0
3174,050160150042001,0.0
3005,56099365U262014,14.0
6656,070161550021001,11.0
68,030262020261001,39.0
6028,010011720222016,28.0
4198,150162990252479,11.0
4759,211000040262008,2.0
6283,050160540042018,0.0
481,070161100022002,17.0
3150,041012050252064,173.0
4286,150162990252809,1.0
2303,410570020262003,2.0
5704,500821180021013,77.0
6299,050160590041012,69.0
8278,340491120022007,1.0
2832,560991590022004,2.0
4158,15016299025241C,79.0
2013,330482020261002,43.0
405,060160960022003,2.0
6252,050160350022002,0.0
306,050160630022012,4.0
3346,050160690021003,11.0
9013,560992020222018,12.0
4376,160194250261001,6.0
2501,480721500252032,20.0
2328,410570080262009,5.0
3995,15016299025218C,13.0
825,130140030262001,19.0
8458,410570100262014,19.0
5164,340490500042003,43.0
6150,041012050252034,58.0
8016,310451310222007,11.0
153,041013210262002,8.0
2081,340490600261001,132.0
4922,310450460221006,358.0
1951,310453030262002,0.0
3714,080432110261001,1.0
6723,080431200222002,3.0
6210,050160210042014,0.0
2109,340490700021005,5.0
6491,060164010261001,29.0
4129,150162990252383,19.0
3481,070161040021001,58.0
3470,060161050022002,3.0
7230,150162990252502,9.0
8097,320460010262004,2.0
6968,150162990252123,17.0
7127,150162990252363,21.0
7454,170540610042001,4.0
7291,150162990252783,16.0
2746,531020110261001,27.0
1722,240473080262012,1.0
3994,150162990252187,14.0
718,090100030262003,19.0
2156,340491090022006,0.0
1263,150162990252923,1.0
2205,350500440022003,5.0
5883,560990170021001,20.0
185,050160210042010,0.0
8726,500821160022001,100.0
694,080431200221001,7.0
1929,310453000262018,56.0
7935,300910370042003,2.0
4769,24032002C022001,0.0
422,060160990022001,43.0
5838,530907090262001,7.0
4045,150162990252260,31.0
6801,110150020261003,250.0
2004,320461110252011,0.0
5641,490810400222007,31.0
2820,560991220021006,48.0
7816,240471150262007,27.0
6768,090101160222004,66.0
6549,070161270022001,0.0
7668,190222040261002,35.0
7918,300391860262010,8.0
8896,540921180241020,240.0
6200,050160210041002,34.0
4866,280372260262002,5.0
7772,211000020262003,16.0
4622,190222000262016,0.0
223,050160340042002,5.0
2146,340491020042002,1.0
3391,060160890022001,0.0
3309,050160620042010,0.0
2756,531021400262004,0.0
1259,150162990252919,68.0
6212,050160230021002,8.0
17,010092620261002,0.0
6585,070161400022004,8.0
2612,500821180022006,13.0
6719,080083990262001,0.0
1525,190222000261018,47.0
2388,440630470041006,32.0
2919,15016299025270C,10.0
7805,240470660042001,0.0
1190,150162990252637,14.0
4992,310451310222005,9.0
674,070161700022002,39.0
1704,240471150262004,2.0
2894,15016299025233C,5.0
6197,050160150042019,16.0
8988,56099201U262006,7.0
5590,480721500251006,195.0
7188,15016299025244C,0.0
6524,070161180042003,7.0
1717,240473080262007,1.0
5060,320380030261001,0.0
2452,470712220262001,6.0
5690,500820900042005,7.0
5836,530907030262001,0.0
5196,340490670052005,1.0
9032,56099365U262006,5.0
3904,150162990252051,21.0
2517,480723210262004,6.0
7534,190220250022002,0.0
150,041013200262004,19.0
6535,070161230022010,0.0
6720,080431190221001,0.0
7539,190220330022005,0.0
8629,480721500252051,16.0
5120,330942380262001,16.0
273,050160570022002,0.0
3842,120800010261002,115.0
7600,190220680022005,8.0
5708,500821180022006,3.0
2167,340491120022008,0.0
5356,390550610252031,79.0
7830,240473080262010,17.0
4491,190220070022003,2.0
4038,150162990252252,22.0
3187,050160150042020,0.0
3368,060160830022004,21.0
1995,320460530022004,0.0
3587,070161435022010,2.0
2707,530900760022004,8.0
4533,190220440022009,0.0
598,070161480022005,125.0
6228,050160270021005,10.0
6014,56099365U262015,11.0
3863,130410060042001,0.0
2594,500820900042005,22.0
7571,190220580022001,1.0
6707,070161700022011,96.0
1134,150162990252454,4.0
2731,530907010262003,0.0
3242,050160360021005,0.0
2539,490810370022001,83.0
3331,050160650042010,3.0
6575,070161350022001,5.0
5919,560990860052024,26.0
3253,050160390022005,0.0
3497,070161110022006,0.0
2047,340490060022008,27.0
8048,310453000262026,0.0
8457,410570100262013,0.0
4250,15016299025266C,18.0
3366,060160830021003,204.0
8946,560990880022002,43.0
2983,56099207U261002,5.0
7622,190221810042006,0.0
3184,050160150042015,0.0
3215,050160260022001,9.0
9005,560992020222010,2.0
1040,150162990252306,25.0
6981,150162990252141,3.0
1224,150162990252838,41.0
967,150162990252190,16.0
3159,041013200261002,22.0
8274,340491120022003,0.0
